ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1570,BMW 3 Series 320d,Ahmedabad,2011,72501.30032986403,Diesel,Automatic,Second,22.69,1995,190.0,5,10.9
2588,BMW 3 Series 320d,Bangalore,2012,67762.40171331167,Diesel,Automatic,First,22.69,1995,190.0,5,12.5
3174,BMW 3 Series 320d,Kochi,2012,67196.37727859244,Diesel,Automatic,First,22.69,1995,190.0,5,11.5
1983,BMW 3 Series 320d Highline,Delhi,2011,62211.418664667755,Diesel,Automatic,First,16.07,1995,181.0,5,10.5
3642,BMW 3 Series 320d Highline,Pune,2011,62211.418664667755,Diesel,Automatic,Second,16.07,1995,181.0,5,10.5
3811,BMW 3 Series 320d Luxury Line,Kochi,2013,62938.59943154827,Diesel,Automatic,First,22.69,1995,190.0,5,13.95
3840,BMW 3 Series 320d Sport,Mumbai,2012,69177.4628001079,Diesel,Automatic,Third,22.69,1995,190.0,5,15.0
824,BMW 3 Series 320i Sedan,Kolkata,2011,60897.09424987063,Petrol,Automatic,First,12.05,1995,154.0,5,9.75
4562,BMW 3 Series Luxury Line,Kochi,2018,46563.215629681945,Diesel,Automatic,First,21.76,1995,190.0,5,37.92
1696,BMW 3 Series Sport,Mumbai,2016,53363.71728657186,Diesel,Automatic,Second,21.76,1995,190.0,5,29.99
259,BMW 5 Series 2003-2012 520d,Mumbai,2013,61444.37449330464,Diesel,Automatic,First,18.48,1995,177.0,5,19.5
4359,BMW 5 Series 2003-2012 523i,Kolkata,2011,76985.16834900156,Petrol,Automatic,First,10.8,2497,150.0,5,13.5
192,BMW 5 Series 2007-2010 525d Sedan,Delhi,2012,66893.86058050953,Diesel,Automatic,Second,16.73,2495,218.0,5,15.5
4955,BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2014,53963.06102257408,Diesel,Automatic,Second,18.12,1995,190.0,5,23.0
1470,BMW 5 Series 520d Sedan,Delhi,2012,63288.96285180934,Diesel,Automatic,First,18.48,1995,181.0,5,14.5
3095,BMW 6 Series 640d Gran Coupe,Mumbai,2011,64722.1279268302,Diesel,Automatic,First,9.52,2993,313.0,4,49.0
4777,BMW 7 Series 730Ld Sedan,Mumbai,2007,96708.60105995275,Diesel,Automatic,Second,16.46,2993,258.0,5,9.5
1000,BMW X1 M Sport sDrive 20d,Kochi,2017,39176.49503959529,Diesel,Automatic,First,17.05,1995,190.0,5,30.29
223,BMW X1 sDrive 20d xLine,Coimbatore,2015,52623.79679425433,Diesel,Automatic,Second,20.68,1995,190.0,5,22.24
1725,BMW X1 sDrive20d,Pune,2011,63551.54951477051,Diesel,Automatic,Second,17.05,1995,184.0,5,10.95
4685,BMW X1 sDrive20d,Mumbai,2013,55969.93413797021,Diesel,Automatic,First,17.05,1995,184.0,5,17.5
2049,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Hyderabad,2016,83640.84997091442,Diesel,Automatic,First,15.97,2993,258.0,7,58.0
2038,BMW X5 xDrive 30d,Chennai,2009,85709.73937209696,Diesel,Automatic,First,11.7,2993,245.0,5,20.0
2654,BMW X6 xDrive 40d M Sport,Chennai,2016,61173.52571675554,Diesel,Automatic,First,15.87,2993,308.43,5,60.0
1171,Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,77814.81303193793,Petrol,Manual,First,15.26,1150,74.9,5,0.9
4539,Chevrolet Aveo U-VA 1.2 LS,Pune,2007,78041.222805826,Petrol,Manual,First,15.26,1150,74.9,5,1.3
2137,Chevrolet Beat Diesel,Hyderabad,2011,72641.95163325593,Diesel,Manual,First,25.44,936,57.6,5,2.5
2405,Chevrolet Beat Diesel LS,Bangalore,2015,50294.090953137726,Diesel,Manual,First,25.44,936,56.3,5,2.35
3194,Chevrolet Beat Diesel LS,Kolkata,2013,61522.68353946507,Diesel,Manual,First,25.44,936,57.6,5,2.8
910,Chevrolet Beat Diesel LT,Bangalore,2012,67082.3175863605,Diesel,Manual,First,25.44,936,57.6,5,2.65
2672,Chevrolet Beat Diesel LT,Mumbai,2013,61437.77987425588,Diesel,Manual,First,25.44,936,57.6,5,2.65
3965,Chevrolet Beat LS,Chennai,2010,68192.79715422913,Petrol,Manual,First,18.6,1199,79.4,5,2.19
371,Chevrolet Cruze LTZ,Chennai,2011,70673.83212722093,Diesel,Manual,Third,18.3,1991,147.9,5,4.2
4561,Chevrolet Cruze LTZ,Jaipur,2017,34458.71745527163,Diesel,Manual,First,17.9,1998,163.7,5,7.75
2952,Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,65464.21501610428,Diesel,Manual,First,18.2,1248,73.8,8,3.88
1671,Chevrolet Sail 1.2 LS,Jaipur,2013,50391.88515025005,Petrol,Manual,First,18.2,1199,82.4,5,3.25
4156,Datsun redi-GO T,Kolkata,2016,35991.82170808315,Petrol,Manual,First,22.7,799,53.64,5,2.25
752,Fiat Linea Classic Plus 1.3 Multijet,Jaipur,2013,55660.46506687999,Diesel,Manual,Second,19.5,1248,75.0,5,2.5
1451,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,65243.61954299174,Petrol,Manual,First,15.7,1172,67.0,5,2.6
862,Force One LX 4x4,Kolkata,2014,73202.33361707628,Diesel,Manual,First,17.0,2200,139.01,7,8.0
4091,Force One LX 4x4,Chennai,2014,75466.43135595135,Diesel,Manual,First,17.0,2200,139.01,7,12.0
1218,Force One LX ABS 7 Seating,Kolkata,2014,71632.60239543207,Diesel,Manual,First,17.0,2149,139.07,7,8.0
4766,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,16042.521473435685,Petrol,Manual,First,18.88,999,123.24,5,8.5
3769,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,45044.24891520664,Diesel,Manual,First,23.0,1498,98.96,5,8.99
1984,Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,49958.6151065249,Diesel,Manual,First,23.0,1498,98.96,5,7.7
1413,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,68265.48620829359,Diesel,Manual,First,22.7,1498,89.84,5,7.2
1497,Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,66963.63000844046,Diesel,Manual,First,22.7,1498,89.84,5,4.9
2007,Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2014,61653.04671282135,Diesel,Manual,First,22.7,1498,89.84,5,5.49
2402,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62083.22528320737,Diesel,Manual,First,22.7,1498,89.84,5,6.25
3889,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,46989.19155973382,Diesel,Manual,First,22.7,1498,89.84,5,9.5
81,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,62224.73139188811,Diesel,Manual,First,22.7,1498,89.84,5,6.5
3179,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,46564.673233693466,Diesel,Manual,First,22.7,1498,89.84,5,8.75
4159,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,62083.22528320737,Diesel,Manual,First,22.7,1498,89.84,5,6.25
252,Ford EcoSport 1.5 Petrol Titanium,Pune,2018,22958.33457412012,Petrol,Manual,First,17.0,1497,121.36,5,9.2
697,Ford EcoSport 1.5 TDCi Trend,Delhi,2016,49368.16235456057,Diesel,Manual,First,22.77,1498,98.59,5,7.25
1774,Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,2016,33922.09531748481,Petrol,Automatic,First,15.63,1499,110.4,5,8.3
911,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2016,39141.46547452174,Petrol,Manual,First,18.88,1499,110.4,5,6.9
4461,Ford Endeavour 2.5L 4X2,Bangalore,2011,90962.61311785877,Diesel,Manual,Third,13.1,2499,141.0,7,6.95
4903,Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,77160.75330127217,Diesel,Automatic,First,10.91,3198,197.2,7,26.0
3359,Ford Endeavour XLT TDCi 4X2,Chennai,2007,112720.02853592858,Diesel,Manual,First,13.1,2499,141.0,7,5.5
956,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,81537.2473005522,Diesel,Manual,First,17.8,1399,68.0,5,2.75
2888,Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,66038.43729843013,Diesel,Manual,First,25.01,1498,89.75,5,5.65
3047,Ford Fiesta Classic 1.4 Duratorq LXI,Kochi,2015,49662.520932003856,Diesel,Manual,First,18.6,1388,67.0,5,3.82
3052,Ford Fiesta Diesel Style,Chennai,2013,67927.42531306483,Diesel,Manual,First,23.5,1498,88.7,5,3.5
2671,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,81565.54852228798,Diesel,Manual,First,17.8,1399,68.0,5,2.8
3547,Ford Figo 1.5D Trend MT,Kolkata,2015,59186.87794915028,Diesel,Manual,First,25.83,1498,99.0,5,4.8
3413,Ford Figo 2015-2019 1.2P Titanium MT,Hyderabad,2018,22946.300595808774,Petrol,Manual,First,18.16,1196,86.8,5,6.8
4092,Ford Figo 2015-2019 1.2P Trend MT,Coimbatore,2017,27543.69310368225,Petrol,Manual,First,18.16,1196,86.8,5,4.95
270,Ford Figo Diesel EXI,Jaipur,2012,68537.31740896218,Diesel,Manual,First,20.0,1399,68.0,5,2.51
1724,Ford Figo Diesel Titanium,Hyderabad,2012,68588.2596080862,Diesel,Manual,Second,20.0,1399,68.0,5,2.6
1915,Ford Figo Diesel Titanium,Pune,2011,74091.29121151008,Diesel,Manual,Third,20.0,1399,68.0,5,2.35
2966,Ford Figo Diesel ZXI,Delhi,2014,57779.502602335066,Diesel,Manual,First,20.0,1399,68.05,5,3.47
4481,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,67503.02299305424,Diesel,Manual,Second,13.8,1399,68.0,5,1.0
4919,Ford Ikon 1.4 TDCi DuraTorq,Bangalore,2009,73707.92489552684,Diesel,Manual,First,13.8,1399,68.0,5,1.99
2986,Ford Ikon 1.6 CLXI,Pune,2003,107888.60707012005,Petrol,Manual,Second,14.2,1597,92.0,5,0.85
1384,Honda Accord 2.4 Elegance M/T,Hyderabad,2010,65612.03271462768,Petrol,Manual,First,10.2,2354,180.0,5,5.95
250,Honda Accord 2.4 Inspire M/T,Mumbai,2012,53752.8502373714,Petrol,Manual,First,9.8,2354,180.0,5,6.25
3739,Honda Accord VTi-L MT,Mumbai,2007,92098.0264183823,Petrol,Manual,Third,11.9,2354,144.0,5,1.85
3142,Honda Amaze S AT i-Vtech,Mumbai,2014,39528.903983063996,Petrol,Automatic,First,15.5,1198,86.7,5,4.75
4585,Honda Amaze S i-DTEC,Ahmedabad,2014,64703.097470076755,Diesel,Manual,Second,25.8,1498,98.6,5,4.5
1931,Honda Amaze S i-Dtech,Bangalore,2013,70489.14129086025,Diesel,Manual,First,25.8,1498,98.6,5,4.75
3994,Honda Amaze S i-Dtech,Delhi,2015,59030.25853623822,Diesel,Manual,First,25.8,1498,98.6,5,4.45
4420,Honda Amaze S i-Dtech,Delhi,2013,69866.51441266946,Diesel,Manual,First,25.8,1498,98.6,5,3.65
40,Honda Amaze S i-VTEC,Kochi,2017,27291.297610752285,Petrol,Manual,First,17.8,1198,86.7,5,5.53
1755,Honda Amaze S i-Vtech,Kochi,2015,38701.279475415125,Petrol,Manual,First,18.0,1198,86.7,5,5.09
4146,Honda Amaze S Petrol,Jaipur,2014,46317.574511591345,Petrol,Manual,First,19.5,1199,88.76,5,4.5
1089,Honda Amaze SX i-DTEC,Kolkata,2014,64250.277922302485,Diesel,Manual,First,25.8,1498,98.6,5,3.7
4452,Honda Amaze SX i-VTEC,Mumbai,2016,32635.842372454703,Petrol,Manual,First,17.8,1198,86.7,5,5.0
2293,Honda Amaze V CVT Petrol,Pune,2018,24682.411318421364,Petrol,Automatic,First,19.0,1199,88.76,5,7.8
650,Honda Amaze V Petrol,Jaipur,2018,25469.591009562835,Petrol,Manual,First,19.5,1199,86.76,5,6.7
3457,Honda Amaze VX Petrol,Mumbai,2014,46943.99421027489,Petrol,Manual,First,19.5,1199,86.76,5,4.75
1506,Honda Brio S MT,Delhi,2015,40536.56261724979,Petrol,Manual,First,19.4,1198,86.8,5,3.8
1668,Honda Brio S MT,Mumbai,2012,56734.34398842603,Petrol,Manual,Second,19.4,1198,86.8,5,2.5
2807,Honda Brio S MT,Mumbai,2013,51457.722158888355,Petrol,Manual,First,19.4,1198,86.8,5,3.15
3679,Honda Brio S MT,Ahmedabad,2012,57385.27208835259,Petrol,Manual,First,19.4,1198,86.8,5,3.65
2528,Honda Brio V MT,Mumbai,2013,51514.324602359906,Petrol,Manual,First,19.4,1198,86.8,5,3.25
4680,Honda Brio V MT,Bangalore,2012,57385.27208835259,Petrol,Manual,Second,19.4,1198,86.8,5,3.65
2936,Honda City 1.3 EXI S,Delhi,2011,54752.015295464545,Petrol,Manual,First,13.0,1343,90.0,5,3.5
172,Honda City 1.5 S AT,Mumbai,2013,48965.40593093261,Petrol,Automatic,First,16.8,1497,118.0,5,4.5
4820,Honda City 1.5 S MT,Delhi,2012,54838.39472609013,Petrol,Manual,Second,17.0,1497,118.0,5,4.25
3783,Honda City 1.5 V AT,Kochi,2014,44118.962671784684,Petrol,Automatic,First,16.8,1497,118.0,5,5.91
4155,Honda City 1.5 V AT,Delhi,2011,60226.18013340421,Petrol,Automatic,First,16.8,1497,118.0,5,4.45
2239,Honda City 1.5 V AT Sunroof,Kolkata,2012,55016.459950195625,Petrol,Automatic,First,16.8,1497,116.3,5,4.49
2447,Honda City 1.5 V AT Sunroof,Kochi,2016,34838.252704989165,Petrol,Automatic,First,16.8,1497,116.3,5,8.73
19,Honda City 1.5 V MT,Hyderabad,2011,61190.462981591,Petrol,Manual,First,17.0,1497,118.0,5,5.5
3807,Honda City 1.5 V MT,Delhi,2010,65702.95182425715,Petrol,Manual,First,17.0,1497,118.0,5,3.5
1986,Honda City 1.5 V MT Exclusive,Coimbatore,2012,55630.82893469557,Petrol,Manual,First,17.0,1497,118.0,5,5.65
433,Honda City i DTec SV,Delhi,2015,60843.578036503866,Diesel,Manual,First,26.0,1498,98.6,5,7.0
2764,Honda City i DTEC SV,Hyderabad,2014,66346.60963992588,Diesel,Manual,First,26.0,1498,98.6,5,6.75
3770,Honda City i DTec V,Ahmedabad,2016,55340.54643307999,Diesel,Manual,First,26.0,1498,98.6,5,7.25
2156,Honda City i DTEC VX,Chennai,2014,64370.488838037476,Diesel,Manual,Second,25.1,1498,98.6,5,6.2
2460,Honda City i DTEC VX,Kochi,2017,49270.7948702164,Diesel,Manual,First,25.1,1498,98.6,5,9.44
4211,Honda City i DTEC VX,Jaipur,2014,64681.80227713287,Diesel,Manual,First,25.1,1498,98.6,5,6.75
1843,Honda City i VTEC SV,Pune,2016,35466.35959658213,Petrol,Manual,First,17.8,1497,117.3,5,7.0
3746,Honda City i VTEC V,Bangalore,2015,40823.802472995594,Petrol,Manual,First,17.4,1497,117.3,5,7.8
4235,Honda City i VTEC V,Mumbai,2015,41167.49975215644,Petrol,Manual,First,17.8,1497,117.3,5,7.1
2721,Honda City i-VTEC CVT VX,Mumbai,2015,42584.6021481175,Petrol,Automatic,First,18.0,1497,117.3,5,8.95
4810,Honda City i-VTEC S,Mumbai,2015,40093.630952209234,Petrol,Manual,First,17.4,1497,117.3,5,6.51
570,Honda City i-VTEC V,Mumbai,2017,29930.94415309094,Petrol,Manual,First,17.4,1497,117.3,5,8.5
2910,Honda City i-VTEC VX,Ahmedabad,2012,56597.06551813334,Petrol,Manual,First,17.4,1497,117.3,5,5.75
2306,Honda City V MT,Pune,2013,50368.1252431944,Petrol,Manual,First,16.8,1497,116.3,5,6.25
4588,Honda City ZX GXi,Kolkata,2008,87532.32967182808,Petrol,Manual,First,17.7,1497,78.0,5,2.7
2257,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2007,83254.39445641078,Petrol,Manual,First,13.5,1799,130.0,5,4.9
4709,Honda Civic 2006-2010 1.8 V AT,Hyderabad,2008,75424.53874314576,Petrol,Automatic,Second,12.9,1799,130.0,5,3.0
4555,Honda Civic 2006-2010 1.8 V MT,Coimbatore,2009,71687.96705919132,Petrol,Manual,First,13.5,1799,130.0,5,4.41
2938,Honda CR-V 2.0 AT,Jaipur,2014,49518.954952264205,Petrol,Automatic,First,13.1,1997,141.1,5,10.5
108,Honda CR-V 2.4 AT,Delhi,2010,71564.9162788894,Petrol,Automatic,Second,10.1,2354,152.0,5,4.8
3384,Honda CR-V 2.4L 4WD AT,Mumbai,2007,88076.98228965513,Petrol,Automatic,First,11.1,2354,158.8,5,3.7
3971,Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,53921.314068296924,Petrol,Automatic,Second,12.0,2354,187.4,5,12.5
4575,Honda Jazz 1.2 SV i VTEC,Kochi,2017,28846.96008899063,Petrol,Manual,First,18.7,1199,88.7,5,6.14
4057,Honda Jazz 1.5 SV i DTEC,Mumbai,2016,57179.24374461733,Diesel,Manual,First,27.3,1498,98.6,5,6.25
4641,Honda Jazz Active,Kolkata,2010,60669.61294747703,Petrol,Manual,First,16.0,1198,90.0,5,1.99
1879,Honda Jazz V CVT,Hyderabad,2015,41319.25842333585,Petrol,Automatic,First,19.0,1199,88.7,5,7.25
603,Honda Jazz VX Diesel,Hyderabad,2017,52751.658567158505,Diesel,Manual,First,27.3,1498,98.6,5,8.4
4902,Honda Mobilio RS i DTEC,Chennai,2014,74844.13272292353,Diesel,Manual,First,24.5,1498,98.6,7,6.9
3756,Honda Mobilio S i DTEC,Kolkata,2015,67399.4054668434,Diesel,Manual,First,24.2,1498,98.6,7,4.7
12,Honda WRV i-VTEC VX,Hyderabad,2017,28189.444378424436,Petrol,Manual,First,17.5,1199,88.7,5,8.9
703,Hyundai Accent GLE,Delhi,2012,52548.3395801913,Petrol,Manual,First,13.2,1495,94.0,5,2.45
3469,Hyundai Accent GLE,Hyderabad,2004,96657.49607278779,Petrol,Manual,First,13.2,1495,94.0,5,0.6
3911,Hyundai Accent GLE,Kolkata,2005,91182.76569109783,Petrol,Manual,First,13.2,1495,94.0,5,0.9
2674,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,29208.322606217116,Diesel,Manual,First,20.5,1582,126.2,5,16.27
3908,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,37769.160255078226,Diesel,Manual,First,20.5,1582,126.2,5,11.45
547,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2015,39779.585684938356,Petrol,Manual,First,15.29,1591,121.3,5,9.5
706,Hyundai Creta 1.6 VTVT S,Pune,2016,35833.12127699144,Petrol,Manual,First,15.29,1591,121.3,5,12.5
3226,Hyundai EON D Lite Plus,Coimbatore,2013,50860.026900427416,Petrol,Manual,Second,21.1,814,55.2,5,3.69
669,Hyundai EON Era Plus,Kochi,2015,39435.105611890554,Petrol,Manual,First,21.1,814,55.2,5,3.45
1077,Hyundai EON Era Plus,Kochi,2018,22637.338339911774,Petrol,Manual,First,21.1,814,55.2,5,3.69
1109,Hyundai EON Era Plus,Kochi,2016,34316.9706240762,Petrol,Manual,First,21.1,814,55.2,5,4.38
4565,Hyundai Getz GLS ABS,Pune,2005,95756.37220171653,Petrol,Manual,Third,16.8,1341,83.0,5,0.8
1823,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,36317.36576141603,Petrol,Manual,First,18.9,1197,81.86,5,5.89
912,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,24411.3237033654,Petrol,Manual,First,18.9,1197,81.86,5,4.8
2432,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,24835.842029403895,Petrol,Manual,First,18.9,1197,81.86,5,5.55
3919,Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,2019,19695.066064201295,Petrol,Manual,First,18.9,1197,81.86,5,6.44
3025,Hyundai Grand i10 Asta Option,Bangalore,2015,41848.716101359576,Petrol,Manual,First,18.9,1197,82.0,5,5.75
1487,Hyundai Grand i10 Asta Option AT,Kochi,2017,30695.48654148355,Petrol,Automatic,First,18.9,1197,82.0,5,5.99
3086,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,31204.908532731235,Petrol,Automatic,First,18.9,1197,82.0,5,6.89
3395,Hyundai Grand i10 AT Asta,Coimbatore,2017,31227.549510119483,Petrol,Automatic,First,18.9,1197,82.0,5,6.93
812,Hyundai Grand i10 CRDi Magna,Jaipur,2015,50853.5406487342,Diesel,Manual,Second,24.0,1120,70.0,5,4.0
3991,Hyundai Grand i10 CRDi Magna,Delhi,2014,56215.066143477336,Diesel,Manual,First,24.0,1120,70.0,5,3.5
265,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,56356.57225215621,Diesel,Manual,First,24.0,1120,70.0,5,3.75
3883,Hyundai Grand i10 CRDi Sportz,Delhi,2013,61978.46898687072,Diesel,Manual,First,24.0,1120,70.0,5,3.71
3835,Hyundai Grand i10 Magna,Kolkata,2016,35072.12951981835,Petrol,Manual,First,18.9,1197,82.0,5,3.75
996,Hyundai Grand i10 Sportz,Kochi,2016,35655.134687578306,Petrol,Manual,First,18.9,1197,82.0,5,4.78
2309,Hyundai Grand i10 Sportz,Coimbatore,2017,30723.787763219327,Petrol,Manual,First,18.9,1197,82.0,5,6.04
4368,Hyundai Grand i10 Sportz,Kolkata,2018,24547.18708248064,Petrol,Manual,First,18.9,1197,82.0,5,5.1
3286,Hyundai Grand i10 SportZ Edition,Bangalore,2015,41316.635617939755,Petrol,Manual,First,18.9,1197,81.86,5,4.75
2189,Hyundai i10 Asta Sunroof AT,Mumbai,2011,63853.546688426286,Petrol,Automatic,First,19.2,1197,80.0,5,2.9
2165,Hyundai i10 Era 1.1 iTech SE,Kochi,2012,58889.546991460025,Petrol,Manual,First,19.81,1086,68.05,5,2.97
1037,Hyundai i10 Magna,Ahmedabad,2014,49813.508508171886,Petrol,Manual,First,20.36,1197,78.9,5,3.75
3070,Hyundai i10 Magna,Mumbai,2011,66124.49476629123,Petrol,Manual,First,20.36,1197,78.9,5,2.65
3887,Hyundai i10 Magna,Coimbatore,2011,66690.51920101047,Petrol,Manual,First,20.36,1197,78.9,5,3.65
4398,Hyundai i10 Magna 1.1,Kochi,2015,42284.22802728601,Petrol,Manual,First,19.81,1086,68.05,5,3.55
2057,Hyundai i10 Magna 1.2,Jaipur,2013,55033.52789423615,Petrol,Manual,Second,20.36,1197,78.9,5,3.0
1870,Hyundai i10 Magna AT,Kochi,2010,69735.8146631103,Petrol,Automatic,First,19.2,1197,80.0,5,3.32
4652,Hyundai i10 Magna(O) with Sun Roof,Pune,2008,74198.2863089554,Petrol,Manual,Second,16.0,1086,66.7,5,2.0
3332,Hyundai i10 Sportz,Delhi,2012,60593.16194113344,Petrol,Manual,First,20.36,1197,78.9,5,2.85
3537,Hyundai i10 Sportz,Kolkata,2016,38439.52941875905,Petrol,Manual,First,20.36,1197,78.9,5,3.6
3764,Hyundai i10 Sportz 1.1L,Kolkata,2016,36662.3312925715,Petrol,Manual,First,19.81,1086,68.05,5,3.59
1820,Hyundai i10 Sportz 1.2,Hyderabad,2013,55288.23888985999,Petrol,Manual,First,20.36,1197,78.9,5,3.45
4411,Hyundai i10 Sportz 1.2,Kolkata,2015,43659.54880482331,Petrol,Manual,First,20.36,1197,78.9,5,2.85
2370,Hyundai i10 Sportz 1.2 AT,Pune,2013,49093.67365777306,Petrol,Automatic,First,16.95,1197,78.9,5,3.65
164,Hyundai i10 Sportz AT,Ahmedabad,2012,54602.36550554447,Petrol,Automatic,First,16.95,1197,78.9,5,3.41
1097,Hyundai i10 Sportz AT,Chennai,2013,49269.14123253524,Petrol,Automatic,First,16.95,1197,78.9,5,3.96
2036,Hyundai i10 Sportz AT,Ahmedabad,2012,54653.307704670355,Petrol,Automatic,First,16.95,1197,78.9,5,3.5
1316,Hyundai i20 1.2 Asta,Delhi,2013,48919.460481205955,Petrol,Manual,First,17.0,1197,80.0,5,3.65
1881,Hyundai i20 1.2 Magna,Kochi,2014,46287.331969672814,Petrol,Manual,First,18.5,1197,80.0,5,4.07
3450,Hyundai i20 1.2 Magna,Kolkata,2011,62332.286743475124,Petrol,Manual,First,18.5,1197,80.0,5,2.5
